age,sex,Incidence,mortality_uplift,condition,delta_incidence
80,2,0.020138741,6.421357916,COPD,-0.02
81,2,0.020138741,5.789816667,COPD,-0.02
82,2,0.020138741,5.269468225,COPD,-0.02
83,2,0.020138741,4.746682418,COPD,-0.02
84,2,0.020138741,4.288075062,COPD,-0.02
85,2,0.021477167,5.223913786,COPD,-0.02
86,2,0.021477167,4.688140407,COPD,-0.02
87,2,0.021477167,4.244112333,COPD,-0.02
88,2,0.021477167,3.876717692,COPD,-0.02
89,2,0.021477167,3.555542983,COPD,-0.02
90,2,0.021912894,4.494959102,COPD,-0.02
91,2,0.021912894,4.103366852,COPD,-0.02
92,2,0.021912894,3.776400968,COPD,-0.02
93,2,0.021912894,3.501516355,COPD,-0.02
94,2,0.021912894,3.286527962,COPD,-0.02
95,2,0.022342852,4.433049877,COPD,-0.02
96,2,0.022342852,4.111786168,COPD,-0.02
97,2,0.022342852,3.826611995,COPD,-0.02
98,2,0.022342852,3.624276893,COPD,-0.02
99,2,0.022342852,3.452961723,COPD,-0.02
100,2,0.022342852,3.245655119,COPD,-0.02
18,1,2.80E-04,6.219202862,COPD,-0.02
19,1,2.80E-04,5.690994379,COPD,-0.02
20,1,3.97E-04,5.209062994,COPD,-0.02
21,1,3.97E-04,5.662894311,COPD,-0.02
22,1,3.97E-04,5.763604771,COPD,-0.02
23,1,3.97E-04,5.614119266,COPD,-0.02
24,1,3.97E-04,5.290951379,COPD,-0.02
25,1,4.08E-04,8.364371196,COPD,-0.02
26,1,4.08E-04,8.013686853,COPD,-0.02
27,1,4.08E-04,7.797881104,COPD,-0.02
28,1,4.08E-04,7.32235365,COPD,-0.02
29,1,4.08E-04,7.052907832,COPD,-0.02
30,1,4.07E-04,11.19667734,COPD,-0.02
31,1,4.07E-04,10.56757642,COPD,-0.02
32,1,4.07E-04,10.6046122,COPD,-0.02
33,1,4.07E-04,9.382403668,COPD,-0.02
34,1,4.07E-04,9.117311295,COPD,-0.02
35,1,4.27E-04,15.68604063,COPD,-0.02
36,1,4.27E-04,14.93977011,COPD,-0.02
37,1,4.27E-04,12.56657138,COPD,-0.02
38,1,4.27E-04,12.82047173,COPD,-0.02
39,1,4.27E-04,11.69844019,COPD,-0.02
40,1,0.00195657,5.963463995,COPD,-0.02
41,1,0.00195657,5.680017447,COPD,-0.02
42,1,0.00195657,5.293194119,COPD,-0.02
43,1,0.00195657,4.927426782,COPD,-0.02
44,1,0.00195657,4.556271696,COPD,-0.02
45,1,0.003772695,4.586383553,COPD,-0.02
46,1,0.003772695,4.390896253,COPD,-0.02
47,1,0.003772695,4.136386223,COPD,-0.02
48,1,0.003772695,3.917414266,COPD,-0.02
49,1,0.003772695,3.630774835,COPD,-0.02
50,1,0.004068194,7.557643265,COPD,-0.02
51,1,0.004068194,7.083275681,COPD,-0.02
52,1,0.004068194,6.727900648,COPD,-0.02
53,1,0.004068194,6.249794375,COPD,-0.02
54,1,0.004068194,5.903553295,COPD,-0.02
55,1,0.004097894,10.71230734,COPD,-0.02
56,1,0.004097894,9.749310408,COPD,-0.02
57,1,0.004097894,9.071023168,COPD,-0.02
58,1,0.004097894,8.277902541,COPD,-0.02
59,1,0.004097894,7.748224346,COPD,-0.02
60,1,0.008566937,8.703478792,COPD,-0.02
61,1,0.008566937,8.098561137,COPD,-0.02
62,1,0.008566937,7.35735203,COPD,-0.02
63,1,0.008566937,6.821280037,COPD,-0.02
64,1,0.008566937,6.414662138,COPD,-0.02
65,1,0.013435224,7.053379407,COPD,-0.02
66,1,0.013435224,6.48559434,COPD,-0.02
67,1,0.013435224,6.115838707,COPD,-0.02
68,1,0.013435224,5.609294757,COPD,-0.02
69,1,0.013435224,5.198073106,COPD,-0.02
70,1,0.016317668,7.424072445,COPD,-0.02
71,1,0.016317668,6.932903512,COPD,-0.02
72,1,0.016317668,6.442846485,COPD,-0.02
73,1,0.016317668,5.758544015,COPD,-0.02
74,1,0.016317668,5.314510855,COPD,-0.02
75,1,0.017724441,7.26702163,COPD,-0.02
76,1,0.017724441,6.63446478,COPD,-0.02
77,1,0.017724441,6.019806325,COPD,-0.02
78,1,0.017724441,5.458028271,COPD,-0.02
79,1,0.017724441,5.01635619,COPD,-0.02
80,1,0.020537121,6.376715731,COPD,-0.02
81,1,0.020537121,5.848127073,COPD,-0.02
82,1,0.020537121,5.351649313,COPD,-0.02
83,1,0.020537121,4.896005627,COPD,-0.02
84,1,0.020537121,4.446627101,COPD,-0.02
85,1,0.021981407,5.904014485,COPD,-0.02
86,1,0.021981407,5.32647958,COPD,-0.02
87,1,0.021981407,4.88184257,COPD,-0.02
88,1,0.021981407,4.459554475,COPD,-0.02
89,1,0.021981407,4.081525856,COPD,-0.02
90,1,0.022440036,5.54811713,COPD,-0.02
91,1,0.022440036,5.05871948,COPD,-0.02
92,1,0.022440036,4.710234381,COPD,-0.02
93,1,0.022440036,4.313835902,COPD,-0.02
94,1,0.022440036,4.01821481,COPD,-0.02
95,1,0.023102852,5.129954077,COPD,-0.02
96,1,0.023102852,4.807040215,COPD,-0.02
97,1,0.023102852,4.544018214,COPD,-0.02
98,1,0.023102852,4.321784339,COPD,-0.02
99,1,0.023102852,3.966077628,COPD,-0.02
100,1,0.023102852,3.802466611,COPD,-0.02
